user_query,target_team,category
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,메르세데스,cross_fan
I am looking for a team that is BrackleyBase and HybridDominance.,메르세데스,tag_based
I am looking for a team that is TechnicalExcellence and LewisHamilton.,메르세데스,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,메르세데스,cross_fan
I am looking for a team that is PrecisionEngineering and Dynasty.,메르세데스,tag_based
I am looking for a team that is PostTurboEra and PrecisionEngineering.,메르세데스,tag_based
I am looking for a team that is TotoWolff and PostTurboEra.,메르세데스,tag_based
I am looking for a team that is RecordBreakers and HybridDominance.,메르세데스,tag_based
I am looking for a team that is MotorsportHeritage and Dynasty.,메르세데스,tag_based
I am looking for a team that is PostTurboEra and SilverArrows.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is RecordBreakers and Resilient.,메르세데스,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,메르세데스,cross_fan
I am looking for a team that is PrecisionEngineering and WorldChampions.,메르세데스,tag_based
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,메르세데스,cross_fan
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,메르세데스,cross_fan
I am looking for a team that is MotorsportHeritage and Resilient.,메르세데스,tag_based
I am looking for a team that is CalculatedStrategy and LewisHamilton.,메르세데스,tag_based
I am looking for a team that is HybridDominance and MotorsportHeritage.,메르세데스,tag_based
I am looking for a team that is Dynasty and SilverArrows.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is RecordBreakers and PrecisionEngineering.,메르세데스,tag_based
I am looking for a team that is PrecisionEngineering and TechnicalExcellence.,메르세데스,tag_based
I am looking for a team that is PrecisionEngineering and RecordBreakers.,메르세데스,tag_based
I am looking for a team that is RecordBreakers and Resilient.,메르세데스,tag_based
I am looking for a team that is CalculatedStrategy and LewisHamilton.,메르세데스,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,메르세데스,cross_fan
I am looking for a team that is GermanManufacturer and CalculatedStrategy.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,메르세데스,cross_fan
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is Dynasty and RecordBreakers.,메르세데스,tag_based
I am looking for a team that is SilverArrows and TechnicalExcellence.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I'm a huge fan of Man City. Is there a similar dominant F1 team?,메르세데스,cross_fan
I'm a huge fan of Man City. Is there a similar dominant F1 team?,메르세데스,cross_fan
I am looking for a team that is PostTurboEra and HybridDominance.,메르세데스,tag_based
I am looking for a team that is BrackleyBase and WorldChampions.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is Dynasty and TechnicalExcellence.,메르세데스,tag_based
I am looking for a team that is RecordBreakers and Dynasty.,메르세데스,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,메르세데스,cross_fan
I am looking for a team that is HybridDominance and WorldChampions.,메르세데스,tag_based
I am looking for a team that is Dynasty and CalculatedStrategy.,메르세데스,tag_based
I am looking for a team that is Resilient and PostTurboEra.,메르세데스,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,메르세데스,cross_fan
I am looking for a team that is MotorsportHeritage and RecordBreakers.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I'm a huge fan of Man City. Is there a similar dominant F1 team?,메르세데스,cross_fan
I am looking for a team that is LewisHamilton and RecordBreakers.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is CalculatedStrategy and TechnicalExcellence.,메르세데스,tag_based
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,메르세데스,cross_fan
I am looking for a team that is HybridDominance and PrecisionEngineering.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is PostTurboEra and Resilient.,메르세데스,tag_based
I am looking for a team that is WorldChampions and Resilient.,메르세데스,tag_based
I am looking for a team that is HybridDominance and MotorsportHeritage.,메르세데스,tag_based
I am looking for a team that is Resilient and RecordBreakers.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is PostTurboEra and WorldChampions.,메르세데스,tag_based
I am looking for a team that is WorldChampions and TotoWolff.,메르세데스,tag_based
I am looking for a team that is Resilient and TechnicalExcellence.,메르세데스,tag_based
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,메르세데스,cross_fan
I am looking for a team that is WorldChampions and SilverArrows.,메르세데스,tag_based
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,메르세데스,cross_fan
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is CalculatedStrategy and BrackleyBase.,메르세데스,tag_based
I am looking for a team that is GermanManufacturer and MotorsportHeritage.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is PrecisionEngineering and CalculatedStrategy.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is TotoWolff and TechnicalExcellence.,메르세데스,tag_based
I am looking for a team that is PrecisionEngineering and SilverArrows.,메르세데스,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,메르세데스,cross_fan
I'm a huge fan of Man City. Is there a similar dominant F1 team?,메르세데스,cross_fan
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,메르세데스,cross_fan
I am looking for a team that is LewisHamilton and PrecisionEngineering.,메르세데스,tag_based
I am looking for a team that is CalculatedStrategy and BrackleyBase.,메르세데스,tag_based
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I prefer a team with a long history and deep heritage.,메르세데스,narrative
I am looking for a team that is GermanManufacturer and LewisHamilton.,메르세데스,tag_based
I am looking for a team that is CalculatedStrategy and TechnicalExcellence.,메르세데스,tag_based
I am looking for a team that is PrecisionEngineering and GermanManufacturer.,메르세데스,tag_based
I am looking for a team that is LewisHamilton and RecordBreakers.,메르세데스,tag_based
I am looking for a team that is RecordBreakers and HybridDominance.,메르세데스,tag_based
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Controversial and High-Aero.,레드불 레이싱,tag_based
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Strategic Acumen and Dominance.,레드불 레이싱,tag_based
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Young Driver Focus and Championship Winners.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Ruthless Efficiency and Chassis Excellence.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Adrian Newey and Max Verstappen.,레드불 레이싱,tag_based
I am looking for a team that is Controversial and Aggressive.,레드불 레이싱,tag_based
I am looking for a team that is Innovation and Max Verstappen.,레드불 레이싱,tag_based
I am looking for a team that is Innovation and Championship Winners.,레드불 레이싱,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Strategic Acumen and Aggressive.,레드불 레이싱,tag_based
I am looking for a team that is Adrian Newey and Strategic Acumen.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Young Driver Focus and Boundary Pushing.,레드불 레이싱,tag_based
I am looking for a team that is High-Aero and Championship Winners.,레드불 레이싱,tag_based
I am looking for a team that is Strategic Acumen and Dominance.,레드불 레이싱,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,레드불 레이싱,cross_fan
I'm a huge fan of Man City. Is there a similar dominant F1 team?,레드불 레이싱,cross_fan
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Max Verstappen and Championship Winners.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Ruthless Efficiency and Championship Winners.,레드불 레이싱,tag_based
I am looking for a team that is Aggressive and Adrian Newey.,레드불 레이싱,tag_based
I am looking for a team that is Strategic Acumen and Ruthless Efficiency.,레드불 레이싱,tag_based
I am looking for a team that is Energy Drink and Championship Winners.,레드불 레이싱,tag_based
I am looking for a team that is Ruthless Efficiency and Energy Drink.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Max Verstappen and Controversial.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Boundary Pushing and Ruthless Efficiency.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Energy Drink and Innovation.,레드불 레이싱,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,레드불 레이싱,cross_fan
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,레드불 레이싱,cross_fan
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Energy Drink and High-Aero.,레드불 레이싱,tag_based
I am looking for a team that is Max Verstappen and Young Driver Focus.,레드불 레이싱,tag_based
I am looking for a team that is Energy Drink and Championship Winners.,레드불 레이싱,tag_based
I am looking for a team that is Energy Drink and Financial Power.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Financial Power and Boundary Pushing.,레드불 레이싱,tag_based
I am looking for a team that is Chassis Excellence and Max Verstappen.,레드불 레이싱,tag_based
I am looking for a team that is Strategic Acumen and Adrian Newey.,레드불 레이싱,tag_based
I am looking for a team that is Young Driver Focus and Controversial.,레드불 레이싱,tag_based
I am looking for a team that is High-Aero and Dominance.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Dominance and Strategic Acumen.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Aggressive and Young Driver Focus.,레드불 레이싱,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Controversial and Strategic Acumen.,레드불 레이싱,tag_based
I am looking for a team that is Financial Power and Max Verstappen.,레드불 레이싱,tag_based
I am looking for a team that is Boundary Pushing and Young Driver Focus.,레드불 레이싱,tag_based
I am looking for a team that is Championship Winners and Ruthless Efficiency.,레드불 레이싱,tag_based
I am looking for a team that is Boundary Pushing and Max Verstappen.,레드불 레이싱,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Strategic Acumen and Max Verstappen.,레드불 레이싱,tag_based
I am looking for a team that is Controversial and High-Aero.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Aggressive and Dominance.,레드불 레이싱,tag_based
I am looking for a team that is Dominance and Boundary Pushing.,레드불 레이싱,tag_based
I am looking for a team that is Young Driver Focus and Chassis Excellence.,레드불 레이싱,tag_based
I am looking for a team that is Controversial and Chassis Excellence.,레드불 레이싱,tag_based
I am looking for a team that is Strategic Acumen and Aggressive.,레드불 레이싱,tag_based
I am looking for a team that is Chassis Excellence and Aggressive.,레드불 레이싱,tag_based
I am looking for a team that is Max Verstappen and Boundary Pushing.,레드불 레이싱,tag_based
I am looking for a team that is Ruthless Efficiency and Adrian Newey.,레드불 레이싱,tag_based
I am looking for a team that is Financial Power and Ruthless Efficiency.,레드불 레이싱,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Chassis Excellence and Young Driver Focus.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Aggressive and Strategic Acumen.,레드불 레이싱,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레드불 레이싱,cross_fan
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레드불 레이싱,cross_fan
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Innovation and High-Aero.,레드불 레이싱,tag_based
I am looking for a team that is Adrian Newey and Championship Winners.,레드불 레이싱,tag_based
I am looking for a team that is Boundary Pushing and Energy Drink.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is High-Aero and Championship Winners.,레드불 레이싱,tag_based
I am looking for a team that is Max Verstappen and Aggressive.,레드불 레이싱,tag_based
I am looking for a team that is High-Aero and Innovation.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I'm a huge fan of Man City. Is there a similar dominant F1 team?,레드불 레이싱,cross_fan
I'm a huge fan of Man City. Is there a similar dominant F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Dominance and Financial Power.,레드불 레이싱,tag_based
I am looking for a team that is Max Verstappen and Financial Power.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Chassis Excellence and Energy Drink.,레드불 레이싱,tag_based
I am looking for a team that is Dominance and Energy Drink.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I'm a huge fan of Tottenham. Is there a similar underdog F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Aggressive and Ruthless Efficiency.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Max Verstappen and Controversial.,레드불 레이싱,tag_based
I am looking for a team that is Aggressive and Ruthless Efficiency.,레드불 레이싱,tag_based
I am looking for a team that is Controversial and Strategic Acumen.,레드불 레이싱,tag_based
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I am looking for a team that is Strategic Acumen and Chassis Excellence.,레드불 레이싱,tag_based
I am looking for a team that is Boundary Pushing and Adrian Newey.,레드불 레이싱,tag_based
I am looking for a team that is Ruthless Efficiency and Championship Winners.,레드불 레이싱,tag_based
I am looking for a team that is Adrian Newey and Financial Power.,레드불 레이싱,tag_based
I am looking for a team that is Aggressive and Controversial.,레드불 레이싱,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Ruthless Efficiency and High-Aero.,레드불 레이싱,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,레드불 레이싱,cross_fan
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레드불 레이싱,cross_fan
I am looking for a team that is Energy Drink and Controversial.,레드불 레이싱,tag_based
I am looking for a team that is High-Aero and Strategic Acumen.,레드불 레이싱,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레드불 레이싱,cross_fan
I want to follow a team that is currently the strongest.,레드불 레이싱,narrative
I love a good underdog story. Which team should I support?,레이싱 불스,narrative
I am looking for a team that is Underdog_Spirit and Frequent_Driver_Swaps.,레이싱 불스,tag_based
I am looking for a team that is Rebranded_Identity and High_Variance_Performance.,레이싱 불스,tag_based
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레이싱 불스,cross_fan
I love a good underdog story. Which team should I support?,레이싱 불스,narrative
I am looking for a team that is Frequent_Driver_Swaps and Driver_Development.,레이싱 불스,tag_based
I love a good underdog story. Which team should I support?,레이싱 불스,narrative
I love a good underdog story. Which team should I support?,레이싱 불스,narrative
I'm a huge fan of Kia Tigers. Is there a similar passionate F1 team?,레이싱 불스,cross_fan
I am looking for a team that is Frequent_Driver_Swaps and Faenza_Base.,레이싱 불스,tag_based
I love a good underdog story. Which team should I support?,레이싱 불스,narrative
I love a good underdog story. Which team should I support?,레이싱 불스,narrative
I love a good underdog story. Which team should I support?,레이싱 불스,narrative
I am looking for a team that is Component_Sharing and Midfield_Contender.,레이싱 불스,tag_based
I am looking for a team that is Opportunistic_Wins and High_Variance_Performance.,레이싱 불스,tag_based
I am looking for a team that is Opportunistic_Wins and Red_Bull_Ecosystem.,레이싱 불스,tag_based
I love a good underdog story. Which team should I support?,레이싱 불스,narrative
I am looking for a team that is Honda_Engine_Partner and Junior_Team.,레이싱 불스,tag_based
I love a good underdog story. Which team should I support?,레이싱 불스,narrative
I am looking for a team that is Underdog_Spirit and Youthful_Lineup.,레이싱 불스,tag_based
I am looking for a team that is Underdog_Spirit and Component_Sharing.,레이싱 불스,tag_based
I am looking for a team that is Rebranded_Identity and Youthful_Lineup.,레이싱 불스,tag_based
I'm a huge fan of Man City. Is there a similar dominant F1 team?,레이싱 불스,cross_fan
